2025-04-15 11:30:18,361 - DEBUG - pymongo.topology  - {"message": "Starting topology monitoring", "topologyId": {"$oid": "67fe434a9994c0b5bbcfd8df"}}
2025-04-15 12:12:37,971 - DEBUG - httpcore.http11  - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 15 Apr 2025 12:12:38 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'openai-version', b'2020-10-01'), (b'openai-organization', b'4th-ir-hexyc9'), (b'x-request-id', b'req_ed260417db63911245d5aac3db2a5cce'), (b'openai-processing-ms', b'475'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'cf-cache-status', b'DYNAMIC'), (b'X-Content-Type-Options', b'nosniff'), (b'Server', b'cloudflare'), (b'CF-RAY', b'930b5a2f5a40e3c9-LIS'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-04-15 12:12:37,972 - INFO - httpx  - HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2025-04-15 12:12:37,974 - DEBUG - httpcore.http11  - receive_response_body.started request=<Request [b'POST']>
2025-04-15 12:12:37,975 - DEBUG - httpcore.http11  - receive_response_body.complete
2025-04-15 12:12:37,976 - DEBUG - httpcore.http11  - response_closed.started
2025-04-15 12:12:37,977 - DEBUG - httpcore.http11  - response_closed.complete
2025-04-15 12:12:37,977 - DEBUG - openai._base_client  - HTTP Request: POST https://api.openai.com/v1/responses "200 OK"
2025-04-15 12:12:37,979 - DEBUG - openai.agents  - LLM resp:
[
  {
    "arguments": "{}",
    "call_id": "call_lpxLrReSWPSqJu99KKPoxASW",
    "name": "get_current_location",
    "type": "function_call",
    "id": "fc_67fe4d361cc48192976c17f59ac949190a1060e31159430d",
    "status": "completed"
  }
]

2025-04-15 12:12:37,980 - DEBUG - openai.agents  - Creating span <agents.tracing.span_data.FunctionSpanData object at 0x7fa4d45423f0> with id None
2025-04-15 12:12:37,981 - DEBUG - openai.agents  - Invoking MCP tool get_current_location with input {}
2025-04-15 12:12:37,982 - DEBUG - mcp.client.sse  - Sending client message: root=JSONRPCRequest(method='tools/call', params={'name': 'get_current_location', 'arguments': {}}, jsonrpc='2.0', id=2)
2025-04-15 12:12:37,983 - DEBUG - httpcore.http11  - send_request_headers.started request=<Request [b'POST']>
2025-04-15 12:12:37,984 - DEBUG - httpcore.http11  - send_request_headers.complete
2025-04-15 12:12:37,985 - DEBUG - httpcore.http11  - send_request_body.started request=<Request [b'POST']>
2025-04-15 12:12:37,986 - DEBUG - httpcore.http11  - send_request_body.complete
2025-04-15 12:12:37,987 - DEBUG - httpcore.http11  - receive_response_headers.started request=<Request [b'POST']>
2025-04-15 12:12:37,989 - DEBUG - httpcore.http11  - receive_response_headers.complete return_value=(b'HTTP/1.1', 202, b'Accepted', [(b'date', b'Tue, 15 Apr 2025 12:12:37 GMT'), (b'server', b'uvicorn'), (b'content-length', b'8')])
2025-04-15 12:12:37,990 - INFO - httpx  - HTTP Request: POST http://host.docker.internal:8001/messages/?session_id=610679b9b3714215b3fff5aface4ddd2 "HTTP/1.1 202 Accepted"
2025-04-15 12:12:37,991 - DEBUG - httpcore.http11  - receive_response_body.started request=<Request [b'POST']>
2025-04-15 12:12:37,992 - DEBUG - httpcore.http11  - receive_response_body.complete
2025-04-15 12:12:37,992 - DEBUG - httpcore.http11  - response_closed.started
2025-04-15 12:12:37,993 - DEBUG - httpcore.http11  - response_closed.complete
2025-04-15 12:12:37,993 - DEBUG - mcp.client.sse  - Client message sent successfully: 202
2025-04-15 12:12:37,994 - DEBUG - mcp.client.sse  - Received SSE event: message
2025-04-15 12:12:37,994 - DEBUG - mcp.client.sse  - Received server message: root=JSONRPCResponse(jsonrpc='2.0', id=2, result={'content': [{'type': 'text', 'text': 'Chicago'}], 'isError': False})
2025-04-15 12:12:37,995 - DEBUG - openai.agents  - MCP tool get_current_location returned meta=None content=[TextContent(type='text', text='Chicago', annotations=None)] isError=False
2025-04-15 12:12:37,996 - DEBUG - openai.agents  - Running agent Assistant (turn 2)
2025-04-15 12:12:37,997 - DEBUG - openai.agents  - Creating span <agents.tracing.span_data.ResponseSpanData object at 0x7fa4d4536080> with id None
2025-04-15 12:12:37,997 - DEBUG - openai.agents  - Calling LLM gpt-4o with input:
[
  {
    "role": "user",
    "content": "Him what is my current location?"
  },
  {
    "role": "assistant",
    "content": "You are currently in Chicago."
  },
  {
    "role": "user",
    "content": "What is my current city known for?"
  },
  {
    "arguments": "{}",
    "call_id": "call_lpxLrReSWPSqJu99KKPoxASW",
    "name": "get_current_location",
    "type": "function_call",
    "id": "fc_67fe4d361cc48192976c17f59ac949190a1060e31159430d",
    "status": "completed"
  },
  {
    "call_id": "call_lpxLrReSWPSqJu99KKPoxASW",
    "output": "{\"type\":\"text\",\"text\":\"Chicago\",\"annotations\":null}",
    "type": "function_call_output"
  }
]
Tools:
[
  {
    "name": "get_current_location",
    "parameters": {
      "properties": {},
      "title": "get_current_locationArguments",
      "type": "object"
    },
    "strict": false,
    "type": "function",
    "description": "Gets the current city"
  }
]
Stream: False
Tool choice: NOT_GIVEN
Response format: NOT_GIVEN

2025-04-15 12:12:38,000 - DEBUG - openai._base_client  - Request options: {'method': 'post', 'url': '/responses', 'headers': {'User-Agent': 'Agents/Python 0.0.9'}, 'files': None, 'json_data': {'input': [{'role': 'user', 'content': 'Him what is my current location?'}, {'role': 'assistant', 'content': 'You are currently in Chicago.'}, {'role': 'user', 'content': 'What is my current city known for?'}, {'arguments': '{}', 'call_id': 'call_lpxLrReSWPSqJu99KKPoxASW', 'name': 'get_current_location', 'type': 'function_call', 'id': 'fc_67fe4d361cc48192976c17f59ac949190a1060e31159430d', 'status': 'completed'}, {'call_id': 'call_lpxLrReSWPSqJu99KKPoxASW', 'output': '{"type":"text","text":"Chicago","annotations":null}', 'type': 'function_call_output'}], 'model': 'gpt-4o', 'include': [], 'instructions': 'Use the tools to answer the questions.', 'metadata': None, 'stream': False, 'tools': [{'name': 'get_current_location', 'parameters': {'properties': {}, 'title': 'get_current_locationArguments', 'type': 'object'}, 'strict': False, 'type': 'function', 'description': 'Gets the current city'}]}}
2025-04-15 12:12:38,001 - DEBUG - httpcore.http11  - send_request_headers.started request=<Request [b'POST']>
2025-04-15 12:12:38,002 - DEBUG - httpcore.http11  - send_request_headers.complete
2025-04-15 12:12:38,003 - DEBUG - httpcore.http11  - send_request_body.started request=<Request [b'POST']>
2025-04-15 12:12:38,003 - DEBUG - httpcore.http11  - send_request_body.complete
2025-04-15 12:12:38,004 - DEBUG - httpcore.http11  - receive_response_headers.started request=<Request [b'POST']>
2025-04-15 12:12:38,203 - DEBUG - httpcore.connection  - close.started
2025-04-15 12:12:38,204 - DEBUG - httpcore.connection  - close.complete
2025-04-15 12:12:38,204 - DEBUG - httpcore.connection  - connect_tcp.started host='api.openai.com' port=443 local_address=None timeout=5.0 socket_options=None
2025-04-15 12:12:38,254 - DEBUG - httpcore.connection  - connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7fa4d45e8d90>
2025-04-15 12:12:38,255 - DEBUG - httpcore.connection  - start_tls.started ssl_context=<ssl.SSLContext object at 0x7fa4d6a0d9a0> server_hostname='api.openai.com' timeout=5.0
2025-04-15 12:12:38,308 - DEBUG - httpcore.connection  - start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7fa4d45e9710>
2025-04-15 12:12:38,310 - DEBUG - httpcore.http11  - send_request_headers.started request=<Request [b'POST']>
2025-04-15 12:12:38,311 - DEBUG - httpcore.http11  - send_request_headers.complete
2025-04-15 12:12:38,312 - DEBUG - httpcore.http11  - send_request_body.started request=<Request [b'POST']>
2025-04-15 12:12:38,314 - DEBUG - httpcore.http11  - send_request_body.complete
2025-04-15 12:12:38,315 - DEBUG - httpcore.http11  - receive_response_headers.started request=<Request [b'POST']>
2025-04-15 12:12:39,409 - DEBUG - httpcore.http11  - receive_response_headers.complete return_value=(b'HTTP/1.1', 204, b'No Content', [(b'Date', b'Tue, 15 Apr 2025 12:12:39 GMT'), (b'Connection', b'keep-alive'), (b'x-request-id', b'req_63d700a0f5f0b7daff53a0b9e2aab290'), (b'openai-processing-ms', b'238'), (b'openai-version', b'2020-10-01'), (b'openai-organization', b'4th-ir-hexyc9'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'cf-cache-status', b'DYNAMIC'), (b'X-Content-Type-Options', b'nosniff'), (b'Server', b'cloudflare'), (b'CF-RAY', b'930b5a365b53934c-LOS'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-04-15 12:12:39,411 - INFO - httpx  - HTTP Request: POST https://api.openai.com/v1/traces/ingest "HTTP/1.1 204 No Content"
2025-04-15 12:12:39,414 - DEBUG - httpcore.http11  - receive_response_body.started request=<Request [b'POST']>
2025-04-15 12:12:39,416 - DEBUG - httpcore.http11  - receive_response_body.complete
2025-04-15 12:12:39,418 - DEBUG - httpcore.http11  - response_closed.started
2025-04-15 12:12:39,419 - DEBUG - httpcore.http11  - response_closed.complete
2025-04-15 12:12:39,421 - DEBUG - openai.agents  - Exported 4 items
2025-04-15 12:12:42,043 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10008.638382999834, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:12:42.042Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:12:42,044 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:12:45,623 - DEBUG - httpcore.http11  - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 15 Apr 2025 12:12:45 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'openai-version', b'2020-10-01'), (b'openai-organization', b'4th-ir-hexyc9'), (b'x-request-id', b'req_2237b666bbe242e0055f697e499f8eb5'), (b'openai-processing-ms', b'7226'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'cf-cache-status', b'DYNAMIC'), (b'X-Content-Type-Options', b'nosniff'), (b'Server', b'cloudflare'), (b'CF-RAY', b'930b5a34ac5be3c9-LIS'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-04-15 12:12:45,624 - INFO - httpx  - HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2025-04-15 12:12:45,626 - DEBUG - httpcore.http11  - receive_response_body.started request=<Request [b'POST']>
2025-04-15 12:12:45,627 - DEBUG - httpcore.http11  - receive_response_body.complete
2025-04-15 12:12:45,627 - DEBUG - httpcore.http11  - response_closed.started
2025-04-15 12:12:45,628 - DEBUG - httpcore.http11  - response_closed.complete
2025-04-15 12:12:45,629 - DEBUG - openai._base_client  - HTTP Request: POST https://api.openai.com/v1/responses "200 OK"
2025-04-15 12:12:45,631 - DEBUG - openai.agents  - LLM resp:
[
  {
    "id": "msg_67fe4d371df48192a0997fcc7c7142ed0a1060e31159430d",
    "content": [
      {
        "annotations": [],
        "text": "Chicago is known for:\n\n1. **Architecture**: Famous for its stunning skyline and architectural innovations, including the Willis Tower and the John Hancock Center.\n\n2. **Deep-Dish Pizza**: A local culinary specialty that's famous worldwide.\n\n3. **Museums**: Home to renowned museums like The Art Institute of Chicago and the Museum of Science and Industry.\n\n4. **Music**: A hub for jazz, blues, and house music.\n\n5. **Sports**: Passionate sports culture with teams like the Chicago Bulls, Cubs, and Bears.\n\n6. **Lake Michigan**: Offers beautiful waterfronts and beaches.\n\n7. **History**: Rich history, famously rebuilt after the Great Chicago Fire of 1871.\n\n8. **Cultural Diversity**: Influences from various cultures in its neighborhoods, food, and festivals.",
        "type": "output_text"
      }
    ],
    "role": "assistant",
    "status": "completed",
    "type": "message"
  }
]

2025-04-15 12:12:45,631 - DEBUG - openai.agents  - Resetting current trace
2025-04-15 12:12:45,632 - DEBUG - pymongo.serverSelection  - {"message": "Server selection started", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 67fe4b4f9c864d68f37a8e82, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0012877999201082613>]>", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}}
2025-04-15 12:12:45,633 - DEBUG - pymongo.serverSelection  - {"message": "Server selection succeeded", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 67fe4b4f9c864d68f37a8e82, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0012877999201082613>]>", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:12:45,634 - DEBUG - pymongo.connection  - {"message": "Connection checkout started", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:12:45,635 - DEBUG - pymongo.connection  - {"message": "Connection checked out", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.0007323469999391818}
2025-04-15 12:12:45,635 - DEBUG - pymongo.command  - {"message": "Command started", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "command": "{\"find\": \"conversations\", \"filter\": {\"_id\": {\"$oid\": \"67fe471213fef0e1d85517e6\"}, \"user_id\": \"67ab34681651d023b1165748\"}, \"limit\": 1, \"singleBatch\": true, \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"xDyEiA3TR5ichDEFxQRsIQ==\", \"subType\": \"04\"}}}, \"$db\": \"mcp-agent-database\"}", "commandName": "find", "databaseName": "mcp-agent-database", "requestId": 982906996, "operationId": 982906996, "driverConnectionId": 1, "serverConnectionId": 22, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:12:45,637 - DEBUG - pymongo.command  - {"message": "Command succeeded", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "durationMS": 1.889, "reply": "{\"cursor\": {\"firstBatch\": [{\"_id\": {\"$oid\": \"67fe471213fef0e1d85517e6\"}, \"user_id\": \"67ab34681651d023b1165748\", \"title\": \"Test\", \"history\": [{\"role\": \"user\", \"content\": \"Him what is my current location?\"}, {\"role\": \"assistant\", \"content\": \"You are currently in Chicago.\"}], \"date_created\": {\"$date\": \"2025-04-15T11:46:26.966Z\"}, \"date_modified\": {\"$date\": \"2025-04-15T12:05:05.722Z\"}}], \"ns\": \"mcp-agent-database.conversations\"}, \"ok\": 1.0}", "commandName": "find", "databaseName": "mcp-agent-database", "requestId": 982906996, "operationId": 982906996, "driverConnectionId": 1, "serverConnectionId": 22, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:12:45,638 - DEBUG - pymongo.connection  - {"message": "Connection checked in", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1}
2025-04-15 12:12:45,639 - DEBUG - pymongo.serverSelection  - {"message": "Server selection started", "selector": "<function writable_server_selector at 0x7fa4de396b60>", "operation": "update", "topologyDescription": "<TopologyDescription id: 67fe4b4f9c864d68f37a8e82, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0012877999201082613>]>", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}}
2025-04-15 12:12:45,640 - DEBUG - pymongo.serverSelection  - {"message": "Server selection succeeded", "selector": "<function writable_server_selector at 0x7fa4de396b60>", "operation": "update", "topologyDescription": "<TopologyDescription id: 67fe4b4f9c864d68f37a8e82, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0012877999201082613>]>", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:12:45,641 - DEBUG - pymongo.connection  - {"message": "Connection checkout started", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:12:45,641 - DEBUG - pymongo.connection  - {"message": "Connection checked out", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.0006505419996756245}
2025-04-15 12:12:45,642 - DEBUG - pymongo.command  - {"message": "Command started", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "command": "{\"update\": \"conversations\", \"ordered\": true, \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"xDyEiA3TR5ichDEFxQRsIQ==\", \"subType\": \"04\"}}}, \"$db\": \"mcp-agent-database\", \"updates\": [{\"q\": {\"_id\": {\"$oid\": \"67fe471213fef0e1d85517e6\"}, \"user_id\": \"67ab34681651d023b1165748\"}, \"u\": {\"$push\": {\"history\": {\"$each\": [{\"role\": \"user\", \"content\": \"What is my current city known for?\"}, {\"role\": \"assistant\", \"content\": \"Chicago is known for:\n\n1. **Architecture**: Famous for its stunning skyline and architectural innovations, including the Willis Tower and the John Hancock Center.\n\n2. **Deep-Dish Pizza**: A local culinary specialty that's famous worldwide.\n\n3. **Museums**: Home to renowned museums like The Art Institute of Chicago and the Museum of Science and Industry.\n\n4. **Music**: A hub for jazz, blues, and house music.\n\n5. **Sports**: Passionate sports culture with teams like the Chicago Bulls, Cubs, and Bears.\n\n6. **Lake Michigan**: Offers beautiful waterfronts and beaches.\n\n7. **History...", "commandName": "update", "databaseName": "mcp-agent-database", "requestId": 135497281, "operationId": 135497281, "driverConnectionId": 1, "serverConnectionId": 22, "serverHost": "mongo", "serverPort": 27017}
